,Country Name,Time,Country Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],Age dependency ratio (% of working-age population) [SP.POP.DPND],"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) [SH.DTH.COMM.ZS]",Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]",Fixed broadband subscriptions (per 100 people) [IT.NET.BBND.P2],Fixed telephone subscriptions (per 100 people) [IT.MLT.MAIN.P2],GDP per capita (constant 2010 US$) [NY.GDP.PCAP.KD],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",Individuals using the Internet (% of population) [IT.NET.USER.ZS],Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],"People using at least basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","People using at least basic drinking water services, urban (% of urban population) [SH.H2O.BASW.UR.ZS]","People using at least basic sanitation services, urban (% of urban population) [SH.STA.BASS.UR.ZS]",Prevalence of anemia among children (% of children under 5) [SH.ANM.CHLD.ZS],Secure Internet servers (per 1 million people) [IT.NET.SECR.P6],"Self-employed, female (% of female employment) (modeled ILO estimate) [SL.EMP.SELF.FE.ZS]","Wage and salaried workers, female (% of female employment) (modeled ILO estimate) [SL.EMP.WORK.FE.ZS]",Life expectancy at birth (years)
165,Tonga,2016,TON,97.02,3637.791173,72.72339117,11.7,206.609787,3.636,2.966390792,10.87676624,4016.865962,4300,39.95,0.19179611,99.90673707,99.947245,99.77279959,96.59960695,37.9,138.4315703,58.33200073,41.66799927,Medium
166,Trinidad and Tobago,2016,TTO,100,13632.26815,44.15576261,9,1092.945679,1.753,18.55302128,19.7586312,15696.90422,16720,73.29694122,0.123571631,98.18496206,..,..,..,32.1,299.0786635,15.73400021,84.26599884,Medium
167,Tunisia,2016,TUN,100,2844.954911,46.68752449,7.8,256.5018311,2.238,5.664102223,8.617602085,4314.953355,3760,49.59999484,0.106584857,95.99240298,87.98784256,99.69966222,95.29350413,28.8,92.44559378,17.91200066,82.08799744,High
168,Turkey,2016,TUR,100,9032.768953,50.09217627,4.4,468.6466675,2.092,13.15291498,13.87680626,14062.73379,11180,58.34773401,0.038059167,98.8808736,99.63028079,98.61939891,99.82244537,28,1301.086907,36.3030014,63.6969986,High
161,Tanzania,2016,TZA,32.8,801.6589953,88.93333,55.8,35.49967575,5.015,0.600336706,0.244295723,904.3818923,970,13,2.856217975,54.8475368,40.81080038,84.22383242,40.75838118,55.2,5.654958201,90.38500214,9.614999771,Low
170,Uganda,2016,UGA,26.7,416.51745,98.31523983,54.5,38.96722412,5.242,0.232325189,0.928753457,694.009088,660,21.87617046,2.133774399,47.66563132,39.72475578,74.8241032,26.3629738,51.1,3.934673722,85.40399933,14.59599972,Low
171,Ukraine,2016,UKR,100,1859.47216,45.62133998,4.1,141.9353485,1.466,12.03425849,19.84280445,2909.646215,2310,53,0.02880325,93.72407865,99.10874804,91.32226084,97.39260155,26,1905.46998,13.44299984,86.55699921,Medium
175,Uruguay,2016,URY,99.7,13343.48126,55.11834566,7.6,1400.705078,1.991,26.91712257,32.52114625,14124.14386,14980,66.4,0.036386855,99.32289176,94.38908422,99.57470382,96.41654217,23.1,309.8595498,24.45800018,75.54199982,High
174,United States,2016,USA,100,49478.66778,51.64616755,5.2,9941.347656,1.8205,32.72717192,37.56563201,52534.36528,57160,85.54442129,0.034195304,99.26370936,96.97277071,99.7713081,99.98915601,8.5,11435.11206,5.159999847,94.83999634,High
176,Uzbekistan,2016,UZB,100,1938.867371,48.21440821,10.3,135.4392853,2.455,8.734755262,10.85474215,2229.781706,2660,46.79128694,0.08116469,97.68127082,95.85820342,99.45754673,100,36.6,69.73772211,46.48099899,53.51900101,Medium
154,St. Vincent and the Grenadines,2016,VCT,99.90895081,6584.570439,48.56805473,13.4,305.752533,1.931,19.97551595,18.77415288,6686.644409,6800,20.68943522,0.133469608,95.1452199,..,..,..,32.9,191.8526572,21.06200027,78.93800354,Medium
178,"Venezuela, RB",2016,VEN,99.96759796,..,53.51737373,11.3,296.9389038,2.317,8.756720614,25.66195961,..,..,60,0.292389482,95.77836687,..,..,..,30,148.1261638,35.52000046,64.48000336,Medium
179,Vietnam,2016,VNM,100,1827.110556,42.57537234,11.5,122.8411713,2.03,9.716197135,5.978205651,1752.531946,2080,53,0.095921744,93.99012251,91.68448378,98.36555827,93.61424481,33.9,278.7094792,64.25700378,35.74300003,High
177,Vanuatu,2016,VUT,57.82,2533.654802,74.21757636,18.8,109.9450607,3.859,1.575827255,1.636546545,2806.439547,2850,24,0.310886034,90.66152379,87.79493794,99.23292519,49.73298597,28.3,165.2714404,75.88999939,24.11000061,Medium
137,Samoa,2016,WSM,99.78393555,3485.940268,76.19806715,12,227.1501312,3.976,1.114966458,4.975454288,3824.501891,4110,29.41173011,0.174042785,97.30364572,96.68422131,100,98.5081203,43,149.0734315,27.5909996,72.40899658,High
180,"Yemen, Rep.",2016,YEM,76.06681061,1272.615878,76.0248698,28.7,..,3.994,1.016699372,4.291147948,765.6041721,..,24.57920836,0.700948502,63.32203386,54.7044139,79.0521,87.85827458,83.5,1.435501272,68.31900024,31.68099976,Low
149,South Africa,2016,ZAF,84.2,4252.481244,52.28947458,39.6,428.296875,2.457,2.04735491,8.046681051,7476.621012,5470,54,0.313375078,92.27031216,79.82383736,98.8723329,76.00077975,36.8,917.6449631,12.33699989,87.66300201,Low
181,Zambia,2016,ZMB,35.21650696,972.1824246,91.97184156,60.6,56.54418182,4.814,0.194237673,0.619716199,1652.284458,1380,25.50657885,1.136339587,59.2385641,41.17602711,83.73820865,36.23562282,54.2,8.861181164,88.56300354,11.43700027,Low
182,Zimbabwe,2016,ZWE,39.89234543,1108.646033,83.57673693,54.6,98.57963562,3.804,1.217633426,2.178993496,1224.309922,1290,23.11998904,1.91110118,64.51161604,50.41691418,94.05915877,47.5874732,41.7,13.82712811,75.04100037,24.95899963,Low
